date,avgTemp,maxTemp,minTmep,rainFall,wind_velocity,avgHumid,Cloud,Sunlight,High_Q(10kg),Low_Q(10kg)
2011-03-21,8,13,3.8,,3.2,43,9.1,15.45,"19,560","15,520"
2011-03-22,1.8,6.1,-1,,4.1,25,1.8,20.91,"19,587","15,547"
2011-03-23,2.2,7.3,-2.2,,3.7,40,0.9,21.88,"19,627","15,607"
2011-03-24,2.9,8,0.1,5.8,3,63,5.5,13.28,"19,640","15,647"
2011-03-25,2.2,6.5,-0.8,,4.4,44,1.1,21.1,"19,707","15,727"
2011-03-26,3.6,8.6,-0.6,,3.4,42,0.3,22.42,"19,767","15,787"
2011-03-27,5.1,9.7,0.9,0,3,54,7,14.78,"19,833","15,853"
2011-03-28,5.2,8.4,3.1,1.5,2.9,68,6.9,12.21,"19,907","15,927"
2011-03-29,4.8,9.1,1.7,,2.9,63,3.9,13.05,"20,013","16,073"
2011-03-30,7.3,13.6,2.3,,3.2,62,0.4,20.37,"20,173","16,233"
2011-03-31,9.2,16.8,3.3,,2.8,55,0.4,19.7,"20,380","16,367"
2011-04-01,9.1,14.9,4.3,,2.8,47,2.6,21.25,"20,607","16,567"
2011-04-02,8.9,12.8,5.3,,2.2,52,8.6,9.37,"20,827","16,760"
2011-04-03,9.6,15.5,4.9,,2.8,51,0.8,20.62,"21,013","16,920"
2011-04-04,10.1,16.7,4.5,,2.7,40,0.3,20.46,"21,087","16,960"
2011-04-05,10.7,17.1,5.1,,2.6,29,0,22.63,"21,113","16,973"
2011-04-06,10.6,16.6,5.2,,2.8,31,6.4,15.25,"21,133","16,947"
2011-04-07,9.6,10.7,8.5,7,1.8,89,10,2.86,"21,107","16,867"
2011-04-08,11.4,17.3,7.4,,2.9,56,4,20.03,"21,120","16,827"
2011-04-09,9.9,15,6.8,,3,54,1.3,21.22,"21,153","16,813"
2011-04-10,10.8,14.5,8.2,1.5,3.5,55,7.1,13.64,"21,193","16,800"
2011-04-11,10.4,15.4,6,,4.1,33,1.3,24.88,"21,240","16,840"
2011-04-12,10.2,15.5,4.9,,3.6,38,0,24.55,"21,347","16,947"
2011-04-13,11.3,17.4,5.7,,3.2,44,0,22.28,"21,453","17,067"
2011-04-14,12.4,18.8,6.6,,2.6,44,4.5,21.38,"21,613","17,240"
2011-04-15,12.2,19,9.4,0.1,3.5,77,7.5,11.53,"21,773","17,400"
2011-04-16,12.1,18.4,5.9,,3.2,26,0,25.73,"21,920","17,547"
2011-04-17,12,18.4,8,,3.4,50,4,23.29,"22,000","17,627"
2011-04-18,6.7,10.7,5.8,2,3.7,70,8.9,1.97,"22,107","17,720"
2011-04-19,10.8,16.2,6.6,,3.6,42,3.4,22.47,"22,200","17,800"
2011-04-20,11.2,16.8,6.3,,3.5,49,1.3,23.41,"22,287","17,887"
2011-04-21,13.5,18,8,,2.4,32,7.8,16.21,"22,340","17,940"
2011-04-22,8.9,14.5,7.4,19,3.3,84,9.1,2.4,"22,420","18,020"
2011-04-23,9.7,14.2,6.1,,4.5,60,2.3,24.38,"22,433","18,033"
2011-04-24,9.7,13.9,6.1,,4.5,59,2.4,23,"22,433","18,033"
2011-04-25,11.3,15.7,7.2,0,4.6,61,7.1,20.57,"22,507","18,100"
2011-04-26,10.5,11.4,9.1,2.5,4.3,82,10,2.48,"22,627","18,207"
2011-04-27,11.4,14.2,8.7,5,2.9,74,8.4,14.46,"22,707","18,273"
2011-04-28,10.4,15.3,7.3,0,3.6,57,4,20.97,"22,880","18,420"
2011-04-29,13.2,18.4,7.3,4,2.5,47,8.9,10.65,"23,040","18,553"
2011-04-30,13,14.6,10.6,69,3.2,94,10,1.03,"23,173","18,653"
2011-05-01,12.5,15.7,9.9,0,4,75,4.1,18.02,"23,293","18,747"
2011-05-02,14.2,20.7,8.5,,2.8,58,4.5,22.49,"23,440","18,853"
2011-05-03,15.3,20.6,11.9,,3.1,44,2,23.73,"23,507","18,893"
2011-05-04,15.9,21.8,10.6,,1.5,42,5.5,17.4,"23,593","18,953"
2011-05-05,17.5,23.7,12.7,,2.9,36,2.5,23.83,"23,660","19,007"
2011-05-06,15.4,17.9,13.2,0.5,2.2,63,8.5,4.69,"23,673","19,020"
2011-05-07,14.5,21.8,11.5,3.5,3.6,81,6.6,18.37,"23,707","19,067"
2011-05-08,17.3,24.1,10.3,,1.9,56,6.3,24.83,"23,733","19,120"
2011-05-09,17.6,22,14.6,4,3.9,79,10,1.51,"23,700","19,127"
2011-05-10,16.5,18.5,14.5,6.5,2.3,89,10,2.45,"23,633","19,100"
2011-05-11,17.2,21.1,14.4,14,4.6,75,7.9,9.52,"23,727","19,213"
2011-05-12,15.7,20.2,11.5,0,3.3,64,5.9,10.61,"23,907","19,380"
2011-05-13,14.6,20.6,10.3,,4.5,57,0,26.89,"24,093","19,540"
2011-05-14,17.2,22.9,12.1,,4.1,40,0,27.21,"24,313","19,720"
2011-05-15,17.2,22.9,13,,4.3,50,3.6,22.29,"24,553","19,920"
2011-05-16,16.4,22.2,10.9,,3,48,1.3,27.17,"24,687","20,020"
2011-05-17,17.5,22.8,11.6,,2.5,35,1.6,26.35,"24,767","20,100"
2011-05-18,20.5,25.4,13.8,0,3.4,41,6.6,18.87,"24,927","20,247"
2011-05-19,20.7,23.6,18.8,0.4,4.6,60,8.3,10.53,"25,120","20,427"
2011-05-20,17.5,20.5,15.6,15,3,90,10,1.55,"25,253","20,587"
2011-05-21,14.5,17.7,12.6,2,1.8,85,9.9,3.64,"25,140","20,660"
2011-05-22,17.3,23.3,10.7,,1.6,58,7.9,21.33,"25,007","20,660"
2011-05-23,19.5,25.9,15.3,,2,45,4.3,18.76,"24,887","20,593"
2011-05-24,21.5,28,14.1,,2,40,5.5,24.3,"24,767","20,527"
2011-05-25,22.7,28.2,16.7,,1.7,41,7.8,14.23,"24,693","20,463"
2011-05-26,20.7,24,17.9,0,1.9,48,9.5,10.56,"24,620","20,437"
2011-05-27,20.1,24.5,15.6,,2,54,3.6,18.29,"24,567","20,457"
2011-05-28,22.4,28.9,15.7,,1.7,48,3.6,23.53,"24,547","20,450"
2011-05-29,24.4,31.2,18.4,,2.3,40,0.8,26.22,"24,527","20,417"
2011-05-30,22.7,28.1,18.6,,2.6,42,6.9,20.52,"24,520","20,400"
2011-05-31,18.7,23.7,15.4,7.5,2.7,67,9.9,10.16,"24,533","20,453"
2011-06-01,18,21.6,14.7,21.5,2.4,77,9.1,10.05,"24,513","20,520"
2011-06-02,19,24.7,15.1,,2.3,74,4,15.97,"24,507","20,567"
2011-06-03,19,24.8,14.4,,3.4,67,5,23.86,"24,473","20,600"
2011-06-04,18.7,24.6,15.8,0.5,3.6,77,7.1,17.96,"24,447","20,613"
2011-06-05,20.4,27.1,16.1,,2.8,63,3.5,26.86,"24,473","20,587"
2011-06-06,20.9,26.9,15.3,,2.5,51,4.1,23.58,"24,580","20,613"
2011-06-07,20.9,26.6,15.9,0,2.2,46,6.4,16.54,"24,767","20,733"
2011-06-08,22,27.5,18.2,1.5,3,56,4.9,22.53,"24,993","20,880"
2011-06-09,19.4,22,17.5,0,3.2,77,8.6,8.33,"25,307","21,107"
2011-06-10,21.4,24.3,17.8,0,1.7,71,8.8,8.97,"25,600","21,333"
2011-06-11,24,29.2,20.6,0,2.6,46,2.5,26.24,"25,853","21,553"
2011-06-12,23.4,30.2,19,0,2.2,50,7,20.92,"26,013","21,700"
2011-06-13,21,26.9,16.6,0.5,3,70,5.3,20.98,"26,160","21,847"
2011-06-14,22.8,29.5,16.8,,2.4,58,1.9,24.31,"26,347","22,033"
2011-06-15,25.2,31.9,19.1,1,2,51,3.6,23.93,"26,520","22,233"
2011-06-16,26.5,32,20.3,,2.1,43,1.3,27.66,"26,747","22,467"
2011-06-17,24.9,31.3,22.1,0,2.6,43,7.1,20.09,"26,960","22,680"
2011-06-18,24.5,28.9,20.8,,2.6,53,4.1,20.63,"27,153","22,873"
2011-06-19,26.6,32.9,20.7,,2,50,1.3,22.92,"27,247","22,980"
2011-06-20,26.6,32,22.7,,3.1,53,0.6,25.71,"27,393","23,113"
2011-06-21,24.1,29.6,19.4,,3.2,60,1.6,27.68,"27,513","23,220"
2011-06-22,22.7,24.9,20.9,16,2,84,9.8,4.48,"27,620","23,313"
2011-06-23,22,23.3,21.2,41,4.6,92,10,0.88,"27,800","23,480"
2011-06-24,19.7,21.6,18.6,10.5,2.9,89,10,2.78,"27,973","23,640"
2011-06-25,18.3,20,17.5,37,4.8,85,10,5.38,"28,060","23,733"
2011-06-26,19.2,21.6,17.2,40,6.9,82,9.9,7.68,"28,167","23,833"
2011-06-27,19.2,20.5,18.3,11.5,4.4,86,9.9,1.29,"28,353","24,007"
2011-06-28,24.1,29.7,18.2,0.5,2,67,6.9,23.66,"28,353","23,993"
2011-06-29,21,23.3,19.7,177,2.7,92,10,1.88,"28,340","23,980"
2011-06-30,23.8,27.9,21,46,2.5,87,9.5,8.97,"28,280","23,913"
2011-07-01,25.1,28.6,22.2,,2,79,8.1,14.35,"28,107","23,747"
2011-07-02,24.7,26.8,22.7,0,1.5,82,8.9,5.21,"27,820","23,473"
2011-07-03,22.6,24.8,20.7,115,2.2,92,10,1.9,"27,667","23,313"
2011-07-04,22.5,28,18.9,,3.1,77,4.6,20.07,"27,533","23,067"
2011-07-05,24.3,30.7,19,,2.5,65,1.9,24.24,"27,480","22,920"
2011-07-06,25.6,31.2,20.4,,1.7,61,6.8,19.12,"27,467","22,827"
2011-07-07,22.9,25.3,20.9,42.5,1.9,85,10,2.3,"27,500","22,740"
2011-07-08,22.4,24.6,20.6,13,2.6,84,10,8.1,"27,367","22,633"
2011-07-09,23.6,27.8,20.8,15,1.8,84,8,10.47,"27,167","22,500"
2011-07-10,24.2,28.4,21.4,6,2.2,80,9.3,11.97,"26,927","22,300"
2011-07-11,21.2,22.1,19.9,42.5,2.1,90,10,2.96,"26,713","22,140"
2011-07-12,22.8,25.6,20.9,51.5,2.1,88,10,4.07,"26,580","22,007"
2011-07-13,24.3,26.2,22.5,29,2.2,86,10,4.58,"26,780","22,180"
2011-07-14,23.6,24.6,22.3,38,2.6,90,10,4.51,"27,053","22,427"
2011-07-15,23.4,26,21.6,15,2.4,89,10,3.6,"27,320","22,667"
2011-07-16,22.8,25.3,21.2,54.5,1.4,91,9.9,5.43,"27,787","23,087"
2011-07-17,25.1,29.1,22.2,1,1.8,83,8.9,13.08,"28,593","23,840"
2011-07-18,28.7,34.1,24.4,,3,63,5,22.21,"28,987","24,187"
2011-07-19,28.5,32.7,24.7,,5.2,56,2.3,27.5,"29,120","24,267"
2011-07-20,27.6,32.6,23.6,,3.5,50,1.1,28.29,"29,293","24,420"
2011-07-21,27.1,32.2,22.3,,3.3,48,3,27.14,"29,267","24,420"
2011-07-22,24.1,26.6,21.4,1.5,2.1,71,9.3,7.86,"29,060","24,267"
2011-07-23,25.4,29.7,22.9,3,2.4,76,8.5,13.83,"28,853","24,113"
2011-07-24,24.8,27.9,22.8,8,2,82,9.1,9.83,"28,947","24,233"
2011-07-25,24.9,27.9,23.2,27.5,2.1,85,9.3,8.81,"29,087","24,380"
2011-07-26,24.8,29.3,21.1,171,2.7,81,8.6,7.82,"29,020","24,300"
2011-07-27,24,26.2,22.3,301.5,2.6,92,10,1.03,"28,993","24,233"
2011-07-28,24.7,26.3,22.8,115,3.7,89,10,3.16,"28,720","24,040"
2011-07-29,26.2,30.2,23.9,7.5,2.5,82,8.1,13.22,"28,013","23,453"
2011-07-30,27.2,30.5,24.4,0,2,75,7.3,13.11,"27,327","22,800"
2011-07-31,24.7,26.6,23.2,73,1.8,88,9.6,2.56,"26,613","22,127"
2011-08-01,25.6,29.2,23.3,0.5,2.9,81,9.4,9.04,"25,807","21,373"
2011-08-02,26.1,30.1,24.4,0.5,3.2,78,8.5,14.13,"25,067","20,693"
2011-08-03,25.4,28.1,23.7,41.5,2.3,83,8.8,7.47,"24,480","20,133"
2011-08-04,25.4,28,23.7,10,1.6,86,8.4,5.96,"24,000","19,687"
2011-08-05,28.9,34.1,23.4,,1.8,68,4.6,20.02,"23,753","19,493"
2011-08-06,28.5,32.7,26.1,1.5,2.5,68,6.5,13.13,"23,667","19,447"
2011-08-07,28.7,33,24.9,4.5,4.4,64,7.6,16.75,"23,640","19,447"
2011-08-08,24.7,27.7,23.6,39.5,5.8,85,10,2.26,"23,573","19,433"
2011-08-09,26,28.7,24.4,0,3.5,76,8.9,11.27,"23,400","19,293"
2011-08-10,25.8,28.9,23.2,0.3,3,81,8.5,12.09,"23,240","19,173"
2011-08-11,26.6,29.9,24.5,0,2.8,79,8.5,11.62,"22,827","18,727"
2011-08-12,25.3,26.3,24.1,19.5,2.1,87,10,4.21,"22,347","18,220"
2011-08-13,25.3,26.6,23.9,6.5,2.3,84,9.5,4.48,"21,853","17,700"
2011-08-14,25,26.8,23.9,9.5,2.3,87,10,5.38,"21,400","17,227"
2011-08-15,24.5,26.9,22.9,0.5,1.9,87,9.5,4.8,"21,027","16,853"
2011-08-16,25,26.2,23.6,16,2.5,88,10,2.17,"20,800","16,633"
2011-08-17,23.7,24.6,22.8,4,1.9,91,10,1.6,"20,613","16,500"
2011-08-18,25.2,30.2,21.5,0,1.9,73,6.6,18.61,"20,327","16,287"
2011-08-19,24.4,29.2,21.7,,2.2,76,8.8,11.8,"20,047","16,080"
2011-08-20,23.1,27,20.3,0.5,2.4,77,7.9,9.82,"19,767","15,867"
2011-08-21,24.4,31,18.7,,2,68,4,22.58,"19,507","15,660"
2011-08-22,23.5,29.6,19.8,3.5,2.2,71,6.5,13.87,"19,267","15,413"
2011-08-23,24.3,30.5,18.1,,2.1,60,3.5,20.12,"19,113","15,240"
2011-08-24,24.8,28.6,21.2,,3,58,5.9,17.67,"19,033","15,133"
2011-08-25,25.7,30.5,21,,2.2,57,5.6,20.09,"18,940","15,027"
2011-08-26,26.4,30.3,23.2,,2.8,58,6.8,20.36,"18,787","14,873"
2011-08-27,27.6,31.2,23.5,,2.3,60,6.3,18.46,"18,627","14,733"
2011-08-28,27.3,32,24.3,,2.2,67,5.3,17.02,"18,480","14,600"
2011-08-29,26.8,29.9,24.5,,2.2,76,6.3,10.14,"18,360","14,493"
2011-08-30,27.1,32.4,24.2,8.5,1.9,70,8,12.07,"18,267","14,400"
2011-08-31,27.9,32.8,23.6,,2,63,1,19.92,"18,173","14,333"
2011-09-01,27,31.1,22.9,,1.9,63,0.6,21.55,"18,080","14,360"
2011-09-02,26.9,32.4,22.9,,2.9,58,1.9,18.86,"18,053","14,373"
2011-09-03,25.1,30.7,20.3,,3.3,48,0.9,20.06,"18,120","14,427"
2011-09-04,23.7,30.2,19.4,,2.2,48,3.6,15.78,"18,233","14,527"
2011-09-05,23.8,28.5,19.5,,2.3,56,2,23.37,"18,393","14,673"
2011-09-06,23.4,28.7,18.8,,2.8,53,0,23.31,"18,567","14,833"
2011-09-07,22.6,27.3,17.5,,2,50,6,15.45,"18,647","14,933"
2011-09-08,22.3,25.8,20.4,0,2.8,54,7.5,12.51,"18,600","14,913"
2011-09-09,19.9,20.7,19,2.5,1.2,76,9.8,4.01,"18,420","14,773"
2011-09-10,21.5,26.4,18,,2.5,69,9,10.24,"18,193","14,560"
2011-09-11,21.2,22.5,19.5,0,2.8,77,9.4,5.2,"17,880","14,273"
2011-09-12,23.3,27,20,0,1.6,70,8.9,11.93,"17,573","13,987"
2011-09-13,25,30.9,20.9,,1.6,50,7.1,17.08,"17,313","13,740"
2011-09-14,24.4,28.1,22.8,,2,71,6.6,6.45,"17,127","13,553"
2011-09-15,25.7,31.3,21.2,,2.5,69,4.9,16.57,"16,980","13,433"
2011-09-16,25.6,31.2,21.7,,1.7,68,6.3,13.8,"16,880","13,333"
2011-09-17,25.8,31,21.6,0,2.3,66,7.3,12.6,"16,947","13,280"
2011-09-18,21,26.4,17.5,0.5,3.9,63,8,14.79,"17,040","13,240"
2011-09-19,16.8,18.2,14.5,0.1,4.2,56,7.8,6.11,"17,147","13,300"
2011-09-20,17.7,23.2,13.4,,3.6,45,4.5,16.79,"17,067","13,247"
2011-09-21,18.1,24,12.4,,2.2,44,2,17.39,"16,933","13,153"
2011-09-22,18.1,24.6,11.9,,2.2,50,0.8,19.43,"16,773","13,027"
2011-09-23,19.5,26,13.5,,2.1,50,0.4,19.36,"16,587","12,893"
2011-09-24,19.6,25.9,14.4,,2.4,56,0.5,18.68,"16,413","12,767"
2011-09-25,20,26.6,14.6,,1.7,61,0.5,17.7,"16,327","12,707"
2011-09-26,21.2,27.7,14.8,,1.8,52,0,17.82,"16,233","12,640"
2011-09-27,21.8,29.2,15.4,,2.1,41,0,19.77,"16,153","12,593"
2011-09-28,19.8,23.5,16.6,,2.5,53,7.1,9.33,"16,087","12,540"
2011-09-29,16.9,19.5,15.5,22.5,2.4,83,8.8,2.85,"16,020","12,487"
2011-09-30,14.8,18.6,10.3,,3.7,50,1.8,20.6,"15,987","12,453"
2011-10-01,12.7,17.6,7.7,,2.5,49,1,19.06,"15,973","12,440"
2011-10-02,13.3,18.1,9.6,,2.8,42,2.1,17.65,"15,973","12,440"
2011-10-03,13.8,20.8,7.3,,1.8,44,0.1,19.29,"15,973","12,440"
2011-10-04,14.9,21.2,8.4,,1.9,47,2.6,17.43,"15,973","12,440"
2011-10-05,16.4,22,12.7,,2.1,52,5,13.86,"15,933","12,400"
2011-10-06,16.5,20.2,12.7,,3.4,54,2.6,16.12,"15,860","12,333"
2011-10-07,15.4,21.2,10.5,,2.1,58,0.3,16.95,"15,807","12,280"
2011-10-08,16.2,22.5,10.4,,1.8,55,0,16.07,"15,753","12,227"
2011-10-09,16.6,22.5,11.9,,1.8,59,5,10.7,"15,767","12,227"
2011-10-10,16.9,21.8,12.4,,1.9,70,5.1,11.59,"15,873","12,333"
2011-10-11,16.5,22.4,12.4,,1.9,58,0.9,17.02,"15,947","12,400"
2011-10-12,14.7,18.7,10.7,,1.2,53,7.1,,"15,973","12,413"
2011-10-13,16.6,23.4,10.7,,1.4,51,2.1,13.35,"16,013","12,427"
2011-10-14,14.4,15.7,12.7,5,1.9,79,8.6,1.97,"15,960","12,373"
2011-10-15,13,16.9,11.4,20,1.9,85,8.3,2.69,"15,813","12,200"
2011-10-16,14.8,20.1,11.1,0.5,3.7,63,3.6,12.15,"15,740","12,120"
2011-10-17,11.2,14.8,7,,3.4,34,0.1,15.25,"15,687","12,067"
2011-10-18,9.4,15.4,3.9,,1.7,37,0,14.82,"15,593","11,987"
2011-10-19,12.8,20.4,4.6,,1.7,44,1.1,14.47,"15,500","11,893"
2011-10-20,15.5,20.9,11,,2.3,52,5.6,11.44,"15,460","11,867"
2011-10-21,17.3,21,13.1,,2.6,53,8.3,9.28,"15,400","11,800"
2011-10-22,17.1,21.7,14.4,,1.8,60,5.5,8.28,"15,307","11,707"
2011-10-23,16.5,22.1,11.8,0,2.3,66,6.5,10.36,"15,240","11,640"
2011-10-24,12.3,15.3,7.1,1.5,3.2,72,8.4,1.54,"15,193","11,593"
2011-10-25,7.6,12.1,3.7,,2.9,37,0,14.03,"15,140","11,540"
2011-10-26,9.5,15.3,3.1,,1.5,43,3.3,12.14,"15,113","11,527"
2011-10-27,12.7,19.5,6.6,,1.9,44,5.5,11.65,"15,093","11,527"
2011-10-28,14.5,19.8,11,,1.5,50,4.8,10.09,"15,080","11,540"
2011-10-29,12,13.5,10.2,5,1.5,81,8.8,2.06,"15,047","11,533"
2011-10-30,14.8,20.8,10.7,,1.7,55,2.3,11.76,"15,033","11,533"
2011-10-31,15,22.1,8.5,,1.4,43,3.4,11.22,"15,007","11,507"
2011-11-01,16.1,22.6,9.9,,1.8,46,3.1,12.13,"14,987","11,480"
2011-11-02,16.2,21.5,13.4,,1.7,46,6,9.85,"14,987","11,467"
2011-11-03,16.8,24.3,10,,1.6,49,1.1,11,"15,080","11,533"
2011-11-04,18.4,22.5,15.4,1,2.3,68,8.9,4.31,"15,147","11,587"
2011-11-05,19.9,25.9,16.4,0.1,2.3,68,8.1,8.3,"15,200","11,627"
2011-11-06,14.6,19.3,12.9,12,3.9,80,8.3,2.11,"15,300","11,687"
2011-11-07,15.1,18.8,12.5,,2,69,6.5,6.42,"15,393","11,740"
2011-11-08,14.9,19.6,11.1,,2.1,65,6.9,7.28,"15,433","11,753"
2011-11-09,14.5,18.4,12.5,,3.6,59,6.6,6.76,"15,487","11,780"
2011-11-10,14.1,17,10.9,,3,54,7.6,6.19,"15,573","11,840"
2011-11-11,12.5,14.7,11,1,1.8,71,8.6,3.69,"15,660","11,927"
2011-11-12,12,15.8,9.1,,2.1,67,4.6,7.17,"15,700","11,980"
2011-11-13,11.3,15.8,6,,3.3,54,3.4,8.93,"15,727","12,033"
2011-11-14,6.4,11,3.4,,2.9,37,0,11.16,"15,753","12,087"
2011-11-15,7.2,11.6,3.4,,1.7,44,0.8,9.74,"15,747","12,107"
2011-11-16,10.9,15.7,5.8,,2.2,51,5.9,8.28,"15,693","12,080"
2011-11-17,13.6,16.3,10.5,0,3.2,53,8.5,3.51,"15,680","12,067"
2011-11-18,14.2,16.1,11.9,6,3.1,81,9.8,3.23,"15,680","12,053"
2011-11-19,10.6,15.5,3.5,0.2,4.3,71,5.8,4.5,"15,693","12,067"
2011-11-20,0.4,3.7,-2.2,,4.5,41,0.5,11.07,"15,720","12,093"
2011-11-21,1.6,6.3,-2.6,,2,39,0,10.95,"15,780","12,153"
2011-11-22,5.6,7.9,1.9,0.1,2.6,53,9,3.5,"15,873","12,260"
2011-11-23,2.8,7.4,-2.1,4.5,4.4,69,8.3,3.19,"15,980","12,380"
2011-11-24,-1.6,2,-5.5,,2.9,46,2,10.39,"16,080","12,473"
2011-11-25,2.8,7.2,-0.5,0,1.7,49,3.5,8.95,"16,173","12,567"
2011-11-26,5.6,8.8,1.8,0,2.7,56,9.3,1.45,"16,220","12,627"
2011-11-27,13.5,15.3,8.7,0,3.2,74,9.8,1.29,"16,227","12,647"
2011-11-28,14.6,17,13.6,0.3,1.3,83,9,2.74,"16,213","12,647"
2011-11-29,11.3,13.6,9.2,1,2.4,88,9.5,0.25,"16,193","12,647"
2011-11-30,4.7,9.2,3,30,5,83,9.9,1.49,"16,180","12,647"
2011-12-01,5.8,9,4.3,,3.9,55,6.9,6.87,"16,207","12,673"
2011-12-02,5.5,7.5,2.5,1.5,4,59,8.6,2.49,"16,253","12,720"
2011-12-03,5.3,9.1,3.7,3.5,2.5,74,5.8,5.23,"16,320","12,787"
2011-12-04,2.5,6.3,-0.3,,2.6,51,2.9,7.8,"16,360","12,840"
2011-12-05,1.5,5.9,-2.1,,2,36,4.8,8.3,"16,387","12,867"
2011-12-06,3.9,7.7,1.2,,2.2,39,6.8,7.22,"16,427","12,920"
2011-12-07,4,5.7,2.3,,2.2,60,9,3.87,"16,453","12,960"
2011-12-08,0.1,3.7,-3.7,,3.8,60,4.8,8,"16,473","12,987"
2011-12-09,-2.7,0.1,-4.4,0,2.7,51,5.1,5.17,"16,553","13,053"
2011-12-10,-1.7,1.4,-4.9,0,2.2,49,4.4,7.5,"16,647","13,147"
2011-12-11,2.8,6.3,-1.7,0,1.9,65,7.5,5.9,"16,713","13,200"
2011-12-12,3.5,6.4,-0.1,0,2.3,54,3.6,7.97,"16,793","13,267"
2011-12-13,1.5,7.4,-3.1,,1.8,43,2.1,8.41,"16,867","13,333"
2011-12-14,2.4,7.2,-1.1,0,2.4,61,6.4,3.12,"16,920","13,387"
2011-12-15,-3.9,-0.9,-5.8,,3.9,39,0.8,8.93,"16,973","13,440"
2011-12-16,-7.1,-3.5,-9.8,,3.9,39,0.1,8.97,"17,027","13,493"
2011-12-17,-5.8,-1.6,-10.6,,1.7,46,2.4,8.85,"17,093","13,547"
2011-12-18,-2.4,1.4,-5,0,2.2,47,2.8,8.34,"17,167","13,593"
2011-12-19,-2.4,1.9,-6.7,,2,38,0.5,8.01,"17,240","13,627"
2011-12-20,-0.3,3.8,-5.1,,1.9,41,4.5,7.05,"17,320","13,667"
2011-12-21,1.9,5.2,-0.7,0.7,2.7,62,8.9,3.34,"17,453","13,760"
2011-12-22,-5.5,1.1,-8.7,,4.8,34,1,9.06,"17,520","13,800"
2011-12-23,-5.4,-1.1,-10.1,0.6,2.2,43,3.4,8.42,"17,567","13,833"
2011-12-24,-5.2,-3,-7.8,0.5,3.7,54,1.4,8.27,"17,627","13,893"
2011-12-25,-7.1,-3.5,-9.5,,3.6,35,0,8.93,"17,667","13,933"
2011-12-26,-7.1,-3.5,-10.1,,2.6,29,0,9.13,"17,653","13,920"
2011-12-27,-4,1.2,-8.8,,1.8,37,1.4,7.81,"17,680","13,933"
2011-12-28,-0.5,2.2,-4.1,0.3,1.6,65,7.6,3.23,"17,707","13,947"
2011-12-29,-1.7,1.7,-4.8,,2.8,66,2.8,7.7,"17,720","13,947"
2011-12-30,-3,1.9,-6.4,,1.6,67,0,6.93,"17,747","13,960"
2011-12-31,-1.9,1.4,-6,,1.6,67,5.5,5.01,"17,840","14,027"
2012-01-01,-3,0.4,-6.9,0,2.9,65,5.1,4.9,"17,960","14,127"
2012-01-02,-4.8,-1.2,-8.3,,2.3,67,2.9,6.16,"18,187","14,327"
2012-01-03,-4.5,-0.2,-6.8,0.4,2.5,68,7.5,4.46,"18,440","14,553"
2012-01-04,-7.4,-4.3,-9.6,0,3.1,55,1.1,8.05,"18,720","14,807"
2012-01-05,-5.7,-1.3,-9.8,,1.5,50,0,9.14,"19,007","15,067"
2012-01-06,-2.8,1.3,-5.6,,2.5,43,3.1,8.57,"19,273","15,300"
2012-01-07,-3.8,2,-8,,1.6,47,0,8.26,"19,460","15,460"
2012-01-08,-2.5,0.4,-5.5,,1.7,54,6.8,4.81,"19,600","15,560"
2012-01-09,-0.3,2.7,-1.8,0,1.9,66,6.4,5.34,"19,733","15,653"
2012-01-10,-2.5,1.5,-5.8,,2.5,54,1.9,7.51,"19,807","15,700"
2012-01-11,-6,-3.3,-8.1,,3.1,42,0,9.28,"19,860","15,740"
2012-01-12,-4.6,-0.4,-10.3,0,2.5,57,4.5,6.95,"19,913","15,767"
2012-01-13,-1.2,2.6,-4.1,,2.5,53,3.3,7.45,"20,027","15,867"
2012-01-14,-1.5,2.7,-6.3,,2.1,52,2.5,8.79,"20,160","15,987"
2012-01-15,-2.6,0.3,-4.7,,2.4,45,4.6,7.33,"20,280","16,093"
2012-01-16,1,7.8,-5.1,,1.4,45,1.4,8.99,"20,427","16,227"
2012-01-17,2.8,8.2,0,,1.8,49,4.3,7.04,"20,547","16,360"
2012-01-18,1.4,5.4,-2.2,,1.7,40,4.8,6.8,"20,600","16,440"
2012-01-19,5.3,8.4,1.4,0.2,2.9,54,9.3,4.23,"20,633","16,500"
2012-01-20,5.4,8.3,3.7,0.5,3.4,61,9.8,4.17,"20,673","16,567"
2012-01-21,2.4,5.7,-2.6,0.1,2.8,60,7.8,4.34,"20,687","16,607"
2012-01-22,-7.7,-2.4,-11.6,,4.2,38,1.9,10.49,"20,700","16,633"
2012-01-23,-9.6,-5.3,-12.2,,3.4,33,0,10.8,"20,767","16,687"
2012-01-24,-7.3,-3.1,-11.8,1.6,2.5,40,2,10.56,"20,813","16,720"
2012-01-25,-8.2,-5,-11.6,,3.1,41,0,11.23,"20,853","16,747"
2012-01-26,-2.9,1.8,-8.5,0,2.5,55,4.3,8.19,"20,893","16,773"
2012-01-27,-0.9,4.9,-4.4,0,2.5,65,3.4,5.67,"20,907","16,773"
2012-01-28,-1.8,3.1,-6,,2.5,24,4.4,9.34,"20,867","16,733"
2012-01-29,-2.8,1.6,-5.5,,2.8,23,1.1,10.83,"20,827","16,693"
2012-01-30,-5.6,-0.8,-8.8,,2.8,22,0.3,11.29,"20,780","16,647"
